typing_speed,error_rate,task_time,idle_time,tab_switches,focus_score,fatigue_trend,overload_level
63.708610696262625,10.381635702724362,41.99866468148939,8.98948930509583,0,30.779781210472592,2.923286728986847,2
115.56428757689245,9.58363755259462,48.817476845525476,7.705617828229572,0,45.18440471364546,2.290047061721234,1
95.87945476302646,0.5128413161287138,18.775734433587445,4.322767889392942,18,58.83981122261308,-0.6320394723003253,0
83.8792635777333,6.824956552523127,39.36807547838494,0.09696536684565826,4,58.239963604344915,1.119445752448705,1
44.041677639819284,7.603912375717141,36.44602907290618,7.443588328512209,12,57.709318752627475,-0.5004466332948079,2
44.03950683025824,7.97645561793801,50.80567072335491,4.284389828433646,18,34.06270526643055,0.8911621609452167,2
35.22752509513795,11.603447384546646,54.83478832646933,11.019124510658026,11,31.594602168760044,-1.1434051741831006,2
107.95585311974416,10.67205093453757,5.668622431256274,0.35919397905725237,15,40.381406906289605,0.6372135216619919,0
84.1003510568888,12.158101855868892,42.07109554823359,8.772417169586863,18,93.16209230416449,0.14255097931709937,0
93.7265320016441,15.297665230842565,7.850968951585096,14.12211356259098,2,29.04423742676081,-2.8531184051208003,1
31.85260448662222,16.25971477432187,35.18722657925458,2.6161390066724928,11,80.59400826986598,1.744217422476682,2
117.29188669457949,14.362461524529888,20.8198000974023,7.074742361258931,4,80.6038714506697,-2.9286130065290665,0
104.91983767203796,19.110473919098695,21.872712973717768,1.3713298772570726,1,84.78163231178098,-1.2410643464801894,0
49.11051996104486,0.3646516535272326,24.41271768987961,9.385228683920289,6,90.92923911914843,-2.964455607275986,0
46.36424704863906,3.915559713670922,39.17108469772856,8.257975208943384,12,41.04289420311442,-0.7427915202288107,2
46.50640588680905,0.1512574995628424,23.372748111782307,6.110482863192485,14,37.96475754151171,-2.6210368310151644,2
57.381801866358394,12.94949428309206,45.29844778246542,7.820655322106118,2,57.24045332219838,2.481065800987447,2
77.22807884690141,17.96061097899974,27.249006206562832,13.448619877035153,19,41.20713350016289,-0.5059242290227886,2
68.87505167779042,4.8696459315259855,8.759426017047724,2.944414534666006,4,78.7447991186486,-0.24302535081353938,0
56.21062261782377,18.540690895926133,48.106791336625896,0.3384676755802085,7,70.8751661393147,-0.9008985834548708,1
85.06676052501416,1.205347805791217,20.71670785259883,12.924973270486515,0,89.99901504421211,0.7650369252105973,0
42.55444745868377,18.688720536110285,28.802178377959446,8.656756235818598,7,26.619064278965723,1.706448699709222,2
56.29301836816963,7.032453744792688,42.69941357720458,13.359876831927636,17,93.20666666864598,0.8888804582938672,1
62.97256589643225,2.0284165689843303,23.28508864317916,8.954178351197589,19,43.46789013360716,1.4892427103707657,2
71.04629857953324,9.717435183726513,8.112211088069358,12.152416349395537,15,59.25554767415872,2.435841981055563,1
100.66583652537122,5.135531354410158,25.56565758570475,6.445100450327219,17,55.0889148751715,2.1812791900285724,1
47.97064039425238,5.697458039238457,56.94467204818669,11.247898969324032,19,80.8249320883539,1.0443507165221746,2
76.28109945722505,6.1457992985257315,40.2953918514207,13.69562200334784,11,53.626664754547406,-1.7121722225734284,1
83.31731119758382,16.060517956653268,41.93135317669638,8.581844455833094,12,95.48425165195275,0.8262171062515726,0
34.18053714479979,10.783225533505089,39.775518450070194,2.711777258435693,12,92.20271061108603,0.03649857444306548,1
84.67903667112945,6.2261539831200725,15.944567642769023,4.031964225452972,9,89.77289215756052,1.3033153860625202,0
45.347171131856236,12.206675666218366,28.008362525625408,2.979668653461087,6,25.70066661185823,1.9975898903574896,2
35.854643368675156,14.323013484463871,46.3016889099825,3.7028554139359935,13,88.34064492431516,1.456328983118505,2
115.39969835279999,5.452480014670675,10.575509365423752,4.596231740265545,15,82.53083563545684,2.0793670197677114,0
116.90688297671034,8.27098203050703,20.281902684934174,8.327006801297827,14,28.281035760490482,-2.616801759953857,1
102.7557613304815,2.437721866738951,20.19755096562195,8.819874441957491,11,28.59314603489775,-2.8102797705752165,1
57.41523922560336,3.6229869906936063,28.76104101769783,6.397496208627917,8,28.093104921403295,-1.4489965938024363,2
38.79049026057455,13.622357079299656,58.92028075182018,9.231311697312531,7,20.906607456359005,2.4039965046517704,2
91.58097238609412,3.628766953912539,8.712640067610206,1.2236238841704887,17,63.89074441556669,1.9419555059038434,0
69.61372443656413,10.503267673341202,33.52855469093272,1.3168235558723995,17,97.87154331488347,1.0963637867718692,0
40.983441136030095,14.180925234448654,14.865057510671575,2.5774419053648767,12,55.09477623198349,1.2045520046382956,2
74.56592191001431,2.1375384618948767,58.387209997535926,7.771162470605171,17,63.26060015098851,1.360022815549275,2
33.094966900369656,11.346244392578072,11.231692760010532,3.2099201804747035,14,97.43758374159644,2.6556162029084813,1
111.83883618709038,5.131255674027275,27.198055129887518,4.24926605238866,3,40.414578301938455,1.9931469138453455,1
53.290198344001524,19.258537504751597,45.58367416590334,6.004692542594911,16,88.67762020786104,0.7403423221622853,1
89.62700559185838,9.670912934398494,43.75049354150949,12.177991860155698,4,63.71123737693889,0.9942926115428428,1
58.053996848046985,16.119850995503164,28.250075029166275,0.20793203869290178,15,65.55812117304086,-1.7175584276332683,1
76.80612190600297,11.004530843125234,24.058829237399504,9.740682303549336,8,47.453908576582684,0.9439129509376349,1
79.20392514089517,0.8682506570963833,26.86868082040788,10.03314796561028,9,64.92674887735265,-0.4519259254892489,0
46.63690099729743,12.663027511880447,19.535194473725163,11.979836705349548,17,25.851400758262713,-2.082228776365538,2
117.26261649881027,19.02806684413314,16.293311628873987,13.991294085904698,16,81.17148580912897,1.8384169154794456,0
99.76195410250031,12.032236402926625,31.56718336573895,0.3020677342393474,17,42.77502092354173,0.06148259881887386,1
114.55490474077702,16.383777188535802,19.7693565837184,2.306755582698243,6,91.0086663595164,2.8645502501365296,0
110.5344615384884,17.684129266968156,20.810391569348756,13.292569410839896,3,49.428055568596676,-1.3099238731528502,0
83.81099809299766,4.5615954389786495,41.12158349110064,6.877778432805231,4,31.425928838950608,-0.11597932616953965,2
112.96868115208052,4.240896798164533,58.26955324349407,8.468859584001953,15,75.6705259494788,-0.3120272719867909,0
37.96432518467275,12.219619777019835,38.20004603076563,9.94540805584721,2,33.16625157708023,-2.2753228654045277,2
47.63845761772306,8.220569396134094,9.233870688573145,10.18599906743456,17,80.29444124343924,-0.4433083270153233,1
34.07045600194843,16.797226057334406,9.157098761973684,13.976106049747623,13,97.44897891248932,-1.2746792614744507,1
59.27972976869379,18.000462467960222,57.328277146506124,14.954241261175044,14,82.36422950362095,-2.0380771717983936,2
64.98095607205337,7.068427586054362,21.35099346690335,10.802361913964104,16,21.795939874505976,-1.3070664957831644,2
54.42141285965063,4.737411179489641,10.063684234536149,4.308318138077262,0,67.99086304422198,-1.600489852401648,0
104.58637582367363,15.610510304877236,37.947452293270985,13.196286034415154,16,75.63285367757794,1.4044411860352684,1
62.10779940242303,5.496120710962722,39.300682805964634,0.7383137181114241,10,86.03666606370281,-2.8153489304450394,0
55.28410587186427,16.45228637027357,40.667765106527845,3.466212793117443,16,24.48018471512001,0.7047764874793279,2
78.84264748424236,8.474765072975256,19.707111532164774,13.460785761955723,13,58.40862623618291,1.5639680521416386,1
42.683180247728636,13.350997985829409,5.831087631796127,3.8428727165903243,19,62.82966981107155,-0.11565926118616066,1
102.19772826786357,1.9107062766933636,58.07584531999595,3.309765894326227,18,33.52998901153424,2.589389880047511,2
36.709557931179376,12.47718649353146,18.799117513010636,2.0718793971037086,6,45.79598477685197,1.2472841714192118,2
118.81982429404655,9.035353574744583,42.18144584289011,12.886676364703748,12,55.217738100493214,1.4875419078685033,1
99.50202923669917,11.732169263509482,43.86464284332903,7.500873887866301,17,86.65677503662411,-1.8183990753547785,0
47.884411338075516,3.3602841548972684,38.550407939371716,10.123398045812323,13,94.35260528561655,1.6637734550344412,1
30.496990541124216,14.737474898883642,22.209906681750653,3.585995761125445,0,70.27382631341382,1.9925684164986892,2
103.39152856093507,17.25594155086457,19.91029395702362,11.370606315168247,6,51.59561488171697,-0.8324016695640628,1
93.61716094628554,4.334796001815513,37.87175554864867,11.400083174431478,7,40.32248142391887,-1.7198215918021726,1
95.61064512368885,1.9142911104032345,52.63525984864303,4.688970373624502,17,98.57081475489204,-0.6896959247782997,0
99.41433120173512,0.4727717209267279,57.070355090786755,6.160239495154243,8,98.64159984610868,1.4376478140008224,0
36.66401865606813,12.839430008865321,10.824819242206669,3.145354161453013,0,93.99815585880278,-0.49416596478778363,0
62.261915568984534,12.141880721775616,13.515573692874591,14.648415349843564,16,82.85353199022553,1.4199112513487275,1
40.42821535726168,10.9339482542814,56.96049423306938,9.684038655876174,18,46.06236349964946,-2.318612754134774,2
107.67930832880342,4.638941922319509,45.509437558413595,14.018158210732732,5,85.36003867981046,1.8360702629309067,0
86.09683141448022,7.818119918110293,53.56466036563752,4.550783154436997,2,52.70344138169381,-1.4807551101458556,1
59.78082223673843,11.889526703723462,16.14479487744387,11.728363694953346,4,46.141847852403615,-1.5064260737124378,1
35.72025152574213,9.935337177183388,37.317222911017105,11.48787965827113,1,79.58922867730237,0.5422857912231644,1
57.9884089544096,19.755710404297744,43.56267769296105,10.374834777998123,19,26.37231420963383,-2.579291725518062,2
